image_name,gsm,source,original_name,original_width,original_height,processed_width,processed_height,aspect_ratio,data_index,folder
fabricnet_0022.jpg,175,fabricnet,W022.jpg,640,480,512,512,1.3333333333333333,21.0,
fabricnet_0023.jpg,175,fabricnet,W023.jpg,640,480,512,512,1.3333333333333333,22.0,
fabricnet_0024.jpg,175,fabricnet,W024.jpg,640,480,512,512,1.3333333333333333,23.0,
fabricnet_0025.jpg,175,fabricnet,W025.jpg,640,480,512,512,1.3333333333333333,24.0,
fabricnet_0026.jpg,175,fabricnet,W026.jpg,640,480,512,512,1.3333333333333333,25.0,
fabricnet_0027.jpg,110,fabricnet,W027.jpg,640,480,512,512,1.3333333333333333,26.0,
fabricnet_0028.jpg,110,fabricnet,W028.jpg,640,480,512,512,1.3333333333333333,27.0,
fabricnet_0029.jpg,110,fabricnet,W029.jpg,640,480,512,512,1.3333333333333333,28.0,
fabricnet_0030.jpg,110,fabricnet,W030.jpg,640,480,512,512,1.3333333333333333,29.0,
fabricnet_0031.jpg,110,fabricnet,W031.jpg,640,480,512,512,1.3333333333333333,30.0,
fabricnet_0032.jpg,135,fabricnet,W032.jpg,640,480,512,512,1.3333333333333333,31.0,
fabricnet_0033.jpg,135,fabricnet,W033.jpg,640,480,512,512,1.3333333333333333,32.0,
fabricnet_0034.jpg,135,fabricnet,W034.jpg,640,480,512,512,1.3333333333333333,33.0,
fabricnet_0035.jpg,135,fabricnet,W035.jpg,640,480,512,512,1.3333333333333333,34.0,
fabricnet_0036.jpg,135,fabricnet,W036.jpg,640,480,512,512,1.3333333333333333,35.0,
fabricnet_0037.jpg,105,fabricnet,W037.jpg,640,480,512,512,1.3333333333333333,36.0,
fabricnet_0038.jpg,105,fabricnet,W038.jpg,640,480,512,512,1.3333333333333333,37.0,
fabricnet_0039.jpg,105,fabricnet,W039.jpg,640,480,512,512,1.3333333333333333,38.0,
fabricnet_0040.jpg,105,fabricnet,W040.jpg,640,480,512,512,1.3333333333333333,39.0,
fabricnet_0041.jpg,105,fabricnet,W041.jpg,640,480,512,512,1.3333333333333333,40.0,
fabricnet_0042.jpg,150,fabricnet,W042.jpg,640,480,512,512,1.3333333333333333,41.0,
fabricnet_0043.jpg,150,fabricnet,W043.jpg,640,480,512,512,1.3333333333333333,42.0,
fabricnet_0044.jpg,150,fabricnet,W044.jpg,640,480,512,512,1.3333333333333333,43.0,
fabricnet_0045.jpg,150,fabricnet,W045.jpg,640,480,512,512,1.3333333333333333,44.0,
fabricnet_0046.jpg,150,fabricnet,W046.jpg,640,480,512,512,1.3333333333333333,45.0,
fabricnet_0047.jpg,105,fabricnet,W047.jpg,640,480,512,512,1.3333333333333333,46.0,
fabricnet_0048.jpg,105,fabricnet,W048.jpg,640,480,512,512,1.3333333333333333,47.0,
fabricnet_0049.jpg,105,fabricnet,W049.jpg,640,480,512,512,1.3333333333333333,48.0,
fabricnet_0050.jpg,105,fabricnet,W050.jpg,640,480,512,512,1.3333333333333333,49.0,
fabricnet_0051.jpg,105,fabricnet,W051.jpg,640,480,512,512,1.3333333333333333,50.0,
fabricnet_0052.jpg,165,fabricnet,W052.jpg,640,480,512,512,1.3333333333333333,51.0,
fabricnet_0053.jpg,165,fabricnet,W053.jpg,640,480,512,512,1.3333333333333333,52.0,
fabricnet_0054.jpg,165,fabricnet,W054.jpg,640,480,512,512,1.3333333333333333,53.0,
fabricnet_0055.jpg,165,fabricnet,W055.jpg,640,480,512,512,1.3333333333333333,54.0,
fabricnet_0056.jpg,165,fabricnet,W056.jpg,640,480,512,512,1.3333333333333333,55.0,
fabricnet_0057.jpg,200,fabricnet,W057.jpg,640,480,512,512,1.3333333333333333,56.0,
fabricnet_0058.jpg,200,fabricnet,W058.jpg,640,480,512,512,1.3333333333333333,57.0,
fabricnet_0059.jpg,200,fabricnet,W059.jpg,640,480,512,512,1.3333333333333333,58.0,
fabricnet_0060.jpg,200,fabricnet,W060.jpg,640,480,512,512,1.3333333333333333,59.0,
fabricnet_0061.jpg,200,fabricnet,W061.jpg,640,480,512,512,1.3333333333333333,60.0,
fabricnet_0062.jpg,150,fabricnet,W062.jpg,640,480,512,512,1.3333333333333333,61.0,
fabricnet_0063.jpg,150,fabricnet,W063.jpg,640,480,512,512,1.3333333333333333,62.0,
fabricnet_0064.jpg,150,fabricnet,W064.jpg,640,480,512,512,1.3333333333333333,63.0,
fabricnet_0065.jpg,150,fabricnet,W065.jpg,640,480,512,512,1.3333333333333333,64.0,
fabricnet_0066.jpg,150,fabricnet,W066.jpg,640,480,512,512,1.3333333333333333,65.0,
fabricnet_0067.jpg,120,fabricnet,W067.jpg,640,480,512,512,1.3333333333333333,66.0,
fabricnet_0068.jpg,120,fabricnet,W068.jpg,640,480,512,512,1.3333333333333333,67.0,
fabricnet_0069.jpg,120,fabricnet,W069.jpg,640,480,512,512,1.3333333333333333,68.0,
fabricnet_0070.jpg,120,fabricnet,W070.jpg,640,480,512,512,1.3333333333333333,69.0,
fabricnet_0071.jpg,120,fabricnet,W071.jpg,640,480,512,512,1.3333333333333333,70.0,
fabricnet_0072.jpg,142,fabricnet,W072.jpg,640,480,512,512,1.3333333333333333,71.0,
fabricnet_0073.jpg,142,fabricnet,W073.jpg,640,480,512,512,1.3333333333333333,72.0,
fabricnet_0074.jpg,142,fabricnet,W074.jpg,640,480,512,512,1.3333333333333333,73.0,
fabricnet_0075.jpg,142,fabricnet,W075.jpg,640,480,512,512,1.3333333333333333,74.0,
fabricnet_0076.jpg,142,fabricnet,W076.jpg,640,480,512,512,1.3333333333333333,75.0,
fabricnet_0077.jpg,100,fabricnet,W077.jpg,640,480,512,512,1.3333333333333333,76.0,
fabricnet_0078.jpg,100,fabricnet,W078.jpg,640,480,512,512,1.3333333333333333,77.0,
fabricnet_0079.jpg,100,fabricnet,W079.jpg,640,480,512,512,1.3333333333333333,78.0,
fabricnet_0080.jpg,100,fabricnet,W080.jpg,640,480,512,512,1.3333333333333333,79.0,
fabricnet_0081.jpg,100,fabricnet,W081.jpg,640,480,512,512,1.3333333333333333,80.0,
fabricnet_0082.jpg,210,fabricnet,W082.jpg,640,480,512,512,1.3333333333333333,81.0,
fabricnet_0083.jpg,210,fabricnet,W083.jpg,640,480,512,512,1.3333333333333333,82.0,
fabricnet_0084.jpg,210,fabricnet,W084.jpg,640,480,512,512,1.3333333333333333,83.0,
fabricnet_0085.jpg,210,fabricnet,W085.jpg,640,480,512,512,1.3333333333333333,84.0,
fabricnet_0086.jpg,210,fabricnet,W086.jpg,640,480,512,512,1.3333333333333333,85.0,
fabricnet_0087.jpg,150,fabricnet,W087.jpg,640,480,512,512,1.3333333333333333,86.0,
fabricnet_0088.jpg,150,fabricnet,W088.jpg,640,480,512,512,1.3333333333333333,87.0,
fabricnet_0089.jpg,150,fabricnet,W089.jpg,640,480,512,512,1.3333333333333333,88.0,
fabricnet_0090.jpg,150,fabricnet,W090.jpg,640,480,512,512,1.3333333333333333,89.0,
fabricnet_0091.jpg,150,fabricnet,W091.jpg,640,480,512,512,1.3333333333333333,90.0,
fabricnet_0092.jpg,95,fabricnet,W092.jpg,640,480,512,512,1.3333333333333333,91.0,
fabricnet_0093.jpg,95,fabricnet,W093.jpg,640,480,512,512,1.3333333333333333,92.0,
fabricnet_0094.jpg,95,fabricnet,W094.jpg,640,480,512,512,1.3333333333333333,93.0,
fabricnet_0095.jpg,95,fabricnet,W095.jpg,640,480,512,512,1.3333333333333333,94.0,
fabricnet_0096.jpg,95,fabricnet,W096.jpg,640,480,512,512,1.3333333333333333,95.0,
fabricnet_0097.jpg,240,fabricnet,W097.jpg,640,480,512,512,1.3333333333333333,96.0,
fabricnet_0098.jpg,240,fabricnet,W098.jpg,640,480,512,512,1.3333333333333333,97.0,
fabricnet_0099.jpg,240,fabricnet,W099.jpg,640,480,512,512,1.3333333333333333,98.0,
fabricnet_0100.jpg,240,fabricnet,W100.jpg,640,480,512,512,1.3333333333333333,99.0,
fabricnet_0101.jpg,240,fabricnet,W101.jpg,640,480,512,512,1.3333333333333333,100.0,
fabricnet_0102.jpg,240,fabricnet,W102.jpg,640,480,512,512,1.3333333333333333,101.0,
fabricnet_0103.jpg,150,fabricnet,W103.jpg,640,480,512,512,1.3333333333333333,102.0,
fabricnet_0104.jpg,150,fabricnet,W104.jpg,640,480,512,512,1.3333333333333333,103.0,
fabricnet_0105.jpg,150,fabricnet,W105.jpg,640,480,512,512,1.3333333333333333,104.0,
fabricnet_0106.jpg,150,fabricnet,W106.jpg,640,480,512,512,1.3333333333333333,105.0,
fabricnet_0107.jpg,150,fabricnet,W107.jpg,640,480,512,512,1.3333333333333333,106.0,
fabricnet_0108.jpg,185,fabricnet,W108.jpg,640,480,512,512,1.3333333333333333,107.0,
fabricnet_0109.jpg,185,fabricnet,W109.jpg,640,480,512,512,1.3333333333333333,108.0,
fabricnet_0110.jpg,185,fabricnet,W110.jpg,640,480,512,512,1.3333333333333333,109.0,
fabricnet_0111.jpg,185,fabricnet,W111.jpg,640,480,512,512,1.3333333333333333,110.0,
fabricnet_0112.jpg,185,fabricnet,W112.jpg,640,480,512,512,1.3333333333333333,111.0,
fabricnet_0113.jpg,250,fabricnet,W113.jpg,640,480,512,512,1.3333333333333333,112.0,
fabricnet_0114.jpg,250,fabricnet,W114.jpg,640,480,512,512,1.3333333333333333,113.0,
fabricnet_0115.jpg,185,fabricnet,W115.jpg,640,480,512,512,1.3333333333333333,114.0,
fabricnet_0116.jpg,185,fabricnet,W116.jpg,640,480,512,512,1.3333333333333333,115.0,
fabricnet_0117.jpg,185,fabricnet,W117.jpg,640,480,512,512,1.3333333333333333,116.0,
fabricnet_0118.jpg,165,fabricnet,W118.jpg,640,480,512,512,1.3333333333333333,117.0,
fabricnet_0119.jpg,165,fabricnet,W119.jpg,640,480,512,512,1.3333333333333333,118.0,
fabricnet_0120.jpg,165,fabricnet,W120.jpg,640,480,512,512,1.3333333333333333,119.0,
fabricnet_0121.jpg,165,fabricnet,W121.jpg,640,480,512,512,1.3333333333333333,120.0,
fabricnet_0122.jpg,165,fabricnet,W122.jpg,640,480,512,512,1.3333333333333333,121.0,
fabricnet_0123.jpg,150,fabricnet,W123.jpg,640,480,512,512,1.3333333333333333,122.0,
fabricnet_0124.jpg,150,fabricnet,W124.jpg,640,480,512,512,1.3333333333333333,123.0,
fabricnet_0125.jpg,165,fabricnet,W125.jpg,640,480,512,512,1.3333333333333333,124.0,
fabricnet_0126.jpg,165,fabricnet,W126.jpg,640,480,512,512,1.3333333333333333,125.0,
fabricnet_0127.jpg,180,fabricnet,W127.jpg,640,480,512,512,1.3333333333333333,126.0,
fabricnet_0128.jpg,180,fabricnet,W128.jpg,640,480,512,512,1.3333333333333333,127.0,
fabricnet_0129.jpg,180,fabricnet,W129.jpg,640,480,512,512,1.3333333333333333,128.0,
fabricnet_0130.jpg,180,fabricnet,W130.jpg,640,480,512,512,1.3333333333333333,129.0,
gsm_manual_0131.jpg,173,manual_collection,WIN_20260116_16_20_57_Pro.jpg,640,480,512,512,1.3333333333333333,,1-173
gsm_manual_0132.jpg,173,manual_collection,WIN_20260116_16_21_04_Pro.jpg,640,480,512,512,1.3333333333333333,,1-173
gsm_manual_0133.jpg,173,manual_collection,WIN_20260116_16_21_14_Pro.jpg,640,480,512,512,1.3333333333333333,,1-173
gsm_manual_0134.jpg,173,manual_collection,WIN_20260116_16_21_28_Pro.jpg,640,480,512,512,1.3333333333333333,,1-173
gsm_manual_0135.jpg,173,manual_collection,WIN_20260116_16_21_36_Pro.jpg,640,480,512,512,1.3333333333333333,,1-173
gsm_manual_0136.jpg,135,manual_collection,WIN_20260116_16_22_31_Pro.jpg,640,480,512,512,1.3333333333333333,,2-135
gsm_manual_0137.jpg,135,manual_collection,WIN_20260116_16_22_37_Pro.jpg,640,480,512,512,1.3333333333333333,,2-135
gsm_manual_0138.jpg,135,manual_collection,WIN_20260116_16_22_46_Pro.jpg,640,480,512,512,1.3333333333333333,,2-135
gsm_manual_0139.jpg,135,manual_collection,WIN_20260116_16_22_51_Pro.jpg,640,480,512,512,1.3333333333333333,,2-135
gsm_manual_0140.jpg,135,manual_collection,WIN_20260116_16_23_03_Pro.jpg,640,480,512,512,1.3333333333333333,,2-135
gsm_manual_0141.jpg,183,manual_collection,WIN_20260116_16_23_43_Pro.jpg,640,480,512,512,1.3333333333333333,,3-183
gsm_manual_0142.jpg,183,manual_collection,WIN_20260116_16_23_48_Pro.jpg,640,480,512,512,1.3333333333333333,,3-183
gsm_manual_0143.jpg,183,manual_collection,WIN_20260116_16_23_56_Pro.jpg,640,480,512,512,1.3333333333333333,,3-183
gsm_manual_0144.jpg,183,manual_collection,WIN_20260116_16_24_00_Pro.jpg,640,480,512,512,1.3333333333333333,,3-183
gsm_manual_0145.jpg,183,manual_collection,WIN_20260116_16_24_05_Pro.jpg,640,480,512,512,1.3333333333333333,,3-183
gsm_manual_0146.jpg,100,manual_collection,WIN_20260116_16_24_25_Pro.jpg,640,480,512,512,1.3333333333333333,,4-100
gsm_manual_0147.jpg,100,manual_collection,WIN_20260116_16_24_29_Pro.jpg,640,480,512,512,1.3333333333333333,,4-100
gsm_manual_0148.jpg,100,manual_collection,WIN_20260116_16_24_38_Pro.jpg,640,480,512,512,1.3333333333333333,,4-100
gsm_manual_0149.jpg,100,manual_collection,WIN_20260116_16_24_47_Pro.jpg,640,480,512,512,1.3333333333333333,,4-100
gsm_manual_0150.jpg,100,manual_collection,WIN_20260116_16_24_51_Pro.jpg,640,480,512,512,1.3333333333333333,,4-100
gsm_manual_0151.jpg,173,manual_collection,WIN_20260116_16_25_27_Pro.jpg,640,480,512,512,1.3333333333333333,,5-173
gsm_manual_0152.jpg,173,manual_collection,WIN_20260116_16_25_37_Pro.jpg,640,480,512,512,1.3333333333333333,,5-173
gsm_manual_0153.jpg,173,manual_collection,WIN_20260116_16_25_42_Pro.jpg,640,480,512,512,1.3333333333333333,,5-173
gsm_manual_0154.jpg,173,manual_collection,WIN_20260116_16_25_51_Pro.jpg,640,480,512,512,1.3333333333333333,,5-173
gsm_manual_0155.jpg,173,manual_collection,WIN_20260116_16_25_59_Pro.jpg,640,480,512,512,1.3333333333333333,,5-173
gsm_manual_0156.jpg,158,manual_collection,WIN_20260116_16_26_37_Pro.jpg,640,480,512,512,1.3333333333333333,,6-158
gsm_manual_0157.jpg,158,manual_collection,WIN_20260116_16_26_42_Pro.jpg,640,480,512,512,1.3333333333333333,,6-158
gsm_manual_0158.jpg,158,manual_collection,WIN_20260116_16_26_52_Pro.jpg,640,480,512,512,1.3333333333333333,,6-158
gsm_manual_0159.jpg,158,manual_collection,WIN_20260116_16_27_07_Pro.jpg,640,480,512,512,1.3333333333333333,,6-158
gsm_manual_0160.jpg,158,manual_collection,WIN_20260116_16_27_16_Pro.jpg,640,480,512,512,1.3333333333333333,,6-158
gsm_manual_0161.jpg,297,manual_collection,WIN_20260116_16_28_13_Pro.jpg,640,480,512,512,1.3333333333333333,,7-297
gsm_manual_0162.jpg,297,manual_collection,WIN_20260116_16_28_17_Pro.jpg,640,480,512,512,1.3333333333333333,,7-297
gsm_manual_0163.jpg,297,manual_collection,WIN_20260116_16_28_23_Pro.jpg,640,480,512,512,1.3333333333333333,,7-297
gsm_manual_0164.jpg,297,manual_collection,WIN_20260116_16_28_28_Pro.jpg,640,480,512,512,1.3333333333333333,,7-297
gsm_manual_0165.jpg,297,manual_collection,WIN_20260116_16_28_33_Pro.jpg,640,480,512,512,1.3333333333333333,,7-297
gsm_manual_0166.jpg,297,manual_collection,WIN_20260116_16_28_40_Pro.jpg,640,480,512,512,1.3333333333333333,,7-297
gsm_manual_0167.jpg,297,manual_collection,WIN_20260116_16_28_43_Pro.jpg,640,480,512,512,1.3333333333333333,,7-297
gsm_manual_0168.jpg,297,manual_collection,WIN_20260116_16_28_48_Pro.jpg,640,480,512,512,1.3333333333333333,,7-297
gsm_manual_0169.jpg,297,manual_collection,WIN_20260116_16_28_52_Pro.jpg,640,480,512,512,1.3333333333333333,,7-297
gsm_manual_0170.jpg,297,manual_collection,WIN_20260116_16_28_55_Pro.jpg,640,480,512,512,1.3333333333333333,,7-297
gsm_manual_0171.jpg,100,manual_collection,WIN_20260116_16_29_32_Pro.jpg,640,480,512,512,1.3333333333333333,,8-100
gsm_manual_0172.jpg,100,manual_collection,WIN_20260116_16_29_36_Pro.jpg,640,480,512,512,1.3333333333333333,,8-100
gsm_manual_0173.jpg,100,manual_collection,WIN_20260116_16_29_39_Pro.jpg,640,480,512,512,1.3333333333333333,,8-100
gsm_manual_0174.jpg,100,manual_collection,WIN_20260116_16_29_46_Pro.jpg,640,480,512,512,1.3333333333333333,,8-100
gsm_manual_0175.jpg,100,manual_collection,WIN_20260116_16_29_54_Pro.jpg,640,480,512,512,1.3333333333333333,,8-100
gsm_manual_0176.jpg,100,manual_collection,WIN_20260116_16_29_58_Pro.jpg,640,480,512,512,1.3333333333333333,,8-100
gsm_manual_0177.jpg,100,manual_collection,WIN_20260116_16_30_04_Pro.jpg,640,480,512,512,1.3333333333333333,,8-100
